1#,1Attack,1Defense,1HP,1Legendary,1SpAtk,1SpDef,1Speed,1type1,1type2,2#,2Attack,2Defense,2HP,2Legendary,2SpAtk,2SpDef,2Speed,2type1,2type2,winner
226,80,50,60,False,40,40,30,4,18,194,40,40,55,False,65,45,35,3,18,False
639,30,40,45,False,105,50,20,14,18,523,60,110,65,False,130,95,65,11,18,False
263,85,75,90,True,115,100,115,3,18,795,100,121,108,True,81,95,95,2,10,True
232,125,75,80,False,40,95,85,0,5,624,30,85,38,False,55,65,30,8,18,True
356,85,140,70,False,85,70,20,6,18,437,78,52,64,False,78,52,81,6,5,False
623,58,80,72,False,103,80,97,14,7,321,60,30,72,False,20,30,25,5,18,True
576,98,63,75,False,98,63,101,17,18,410,145,130,95,False,120,90,120,2,7,False
746,48,54,62,False,63,60,68,14,18,520,50,95,85,False,120,115,80,4,7,False
660,94,131,74,False,54,116,20,9,16,235,80,50,60,False,50,50,40,12,18,False
702,90,72,91,True,90,129,108,9,5,413,135,130,80,False,95,90,70,16,14,True
349,120,40,70,False,95,40,95,17,1,182,60,40,40,False,40,40,30,0,13,True
527,125,65,68,False,65,115,80,14,5,788,100,122,85,False,58,75,54,8,9,True
140,10,55,20,False,15,20,80,17,18,522,110,130,65,False,60,65,95,9,18,False
163,110,90,106,True,154,90,130,14,18,359,60,60,60,False,60,60,60,12,18,True
553,120,120,120,True,120,120,120,12,18,185,38,38,75,False,56,56,67,17,3,True
508,69,76,69,False,69,86,91,17,18,561,55,45,55,False,63,45,45,17,18,True
29,60,44,35,False,40,54,55,13,18,509,20,50,45,False,60,120,50,17,7,True
164,190,100,106,True,154,100,130,14,5,378,41,77,66,False,61,87,23,15,9,True
619,65,85,50,False,35,35,55,0,15,36,62,67,70,False,55,55,56,13,18,False
331,70,100,50,False,40,40,30,16,15,533,65,107,50,False,105,107,86,3,6,False
307,85,65,68,False,165,135,100,14,4,478,60,60,60,False,105,105,105,8,18,False
474,80,44,150,False,90,54,80,8,7,688,110,95,95,False,40,95,55,12,18,False
415,100,200,80,True,50,100,50,15,18,788,100,122,85,False,58,75,54,8,9,False
13,103,120,79,False,135,115,78,17,18,39,72,57,61,False,55,55,65,13,18,True
386,75,35,44,False,63,33,45,8,18,511,92,75,90,False,92,85,60,9,11,False
549,100,100,100,False,100,100,100,17,18,118,65,95,40,False,60,45,35,13,18,True
397,80,80,80,False,80,80,80,11,18,42,70,73,95,False,95,90,60,4,18,True
402,64,85,35,False,74,55,32,17,18,15,20,55,50,False,25,25,30,0,18,True
716,77,77,100,False,128,128,90,12,14,673,117,70,66,False,40,50,67,2,18,True
584,75,85,55,False,25,25,15,15,18,381,125,100,75,False,70,80,45,15,0,False
263,85,75,90,True,115,100,115,3,18,704,100,80,79,True,110,90,121,7,18,False
316,90,45,61,False,50,50,160,0,7,13,103,120,79,False,135,115,78,17,18,True
426,150,90,105,True,150,90,95,2,7,425,180,160,100,True,150,90,90,10,6,True
459,59,85,60,False,79,105,36,0,9,613,82,45,60,False,45,45,74,10,1,False
430,180,20,50,True,180,20,150,14,18,15,20,55,50,False,25,25,30,0,18,True
660,94,131,74,False,54,116,20,9,16,784,66,70,59,False,44,55,41,8,9,False
415,100,200,80,True,50,100,50,15,18,129,92,65,80,False,65,80,68,17,18,False
103,65,80,60,False,170,95,130,8,13,18,25,50,45,False,25,25,35,0,13,True
39,72,57,61,False,55,55,65,13,18,92,85,45,35,False,35,35,75,12,7,False
661,55,70,40,False,45,60,30,16,18,555,45,55,45,False,45,55,63,9,18,False
466,65,35,55,False,60,30,85,17,18,179,50,50,100,False,76,96,70,12,7,True
509,20,50,45,False,60,120,50,17,7,756,80,86,82,False,85,75,72,4,18,False
259,63,37,45,False,65,55,95,3,18,743,82,62,67,False,46,48,43,5,18,True
589,85,40,60,False,30,45,68,10,18,307,85,65,68,False,165,135,100,14,4,False
459,59,85,60,False,79,105,36,0,9,149,60,70,65,False,85,75,40,12,18,False
73,80,50,70,False,35,35,35,5,18,461,69,95,60,False,69,95,36,0,16,False
715,72,90,91,False,129,90,108,17,5,748,48,76,74,False,83,81,104,14,18,True
207,30,30,30,False,30,30,30,9,18,158,90,85,90,True,125,90,100,3,7,False
289,45,35,45,False,20,30,20,0,18,3,82,83,80,False,100,100,80,9,13,False
697,105,90,92,False,125,90,98,1,2,568,110,90,85,False,45,90,80,12,18,True
10,48,65,44,False,50,64,43,17,18,56,55,25,10,False,35,45,95,10,18,False
517,100,125,100,False,110,50,50,9,18,277,60,40,45,False,70,50,45,6,18,True
524,95,125,75,False,45,75,95,10,7,377,70,105,60,False,70,120,75,10,14,True
649,75,60,55,False,75,60,103,3,7,629,140,65,75,False,112,65,110,15,7,False
208,75,55,75,False,105,85,30,9,18,638,55,95,70,False,95,110,65,14,18,False
430,180,20,50,True,180,20,150,14,18,467,105,55,85,False,85,50,115,17,18,True
258,30,15,45,False,85,65,65,11,14,407,75,60,45,False,40,30,50,2,18,True
710,145,90,89,True,105,80,91,10,7,300,55,30,40,False,30,30,85,12,7,True
116,105,79,50,False,35,110,76,5,18,522,110,130,65,False,60,65,95,9,18,False
292,35,55,50,False,25,25,15,0,18,683,120,90,77,False,60,90,48,2,18,False
151,60,125,70,False,115,70,55,15,17,616,140,55,105,False,30,55,95,6,18,False
177,76,64,85,False,45,55,90,12,18,765,38,33,44,False,61,43,70,3,12,True
641,65,75,110,False,125,85,30,14,18,733,35,40,38,False,27,25,35,0,18,False
566,60,45,45,False,25,45,55,12,18,340,75,80,70,False,135,80,135,3,18,False
626,78,103,54,False,53,45,22,17,15,571,53,48,50,False,53,48,64,9,18,False
369,100,60,73,False,100,60,65,13,18,705,115,70,79,True,125,80,111,3,7,False
302,30,30,40,False,55,30,85,17,7,85,100,70,65,False,80,80,105,6,18,False
718,120,95,71,False,120,95,99,0,16,430,180,20,50,True,180,20,150,14,18,False
435,109,105,95,False,75,85,56,9,10,663,100,115,60,False,70,85,90,16,18,False
35,47,52,55,False,40,40,41,13,18,647,60,50,60,False,40,50,75,12,9,False
653,85,70,114,False,85,80,30,9,13,273,45,35,40,False,65,55,70,9,18,True
164,190,100,106,True,154,100,130,14,5,332,90,140,60,False,50,50,40,16,15,True
755,48,66,62,False,59,57,49,4,18,793,131,95,126,True,131,98,99,4,18,False
275,85,65,70,False,105,85,120,9,18,525,130,80,110,False,70,60,80,11,10,True
705,115,70,79,True,125,80,111,3,7,632,65,40,40,False,80,40,65,1,18,True
195,55,55,70,False,80,60,45,3,18,643,87,63,75,False,87,63,98,17,7,False
162,134,95,91,False,100,100,80,2,7,209,65,45,65,False,75,45,95,0,7,False
76,75,35,50,False,70,30,40,9,13,794,131,95,126,True,131,98,99,1,7,False
244,55,45,45,False,65,45,75,11,7,793,131,95,126,True,131,98,99,4,18,False
239,50,40,50,False,30,30,50,11,10,346,43,53,70,False,43,53,40,13,18,True
154,105,65,80,False,60,75,130,15,7,417,75,150,80,True,75,150,50,16,18,True
342,40,50,60,False,75,85,95,3,18,108,130,115,55,False,50,50,75,17,18,True
744,124,78,95,False,69,71,58,5,1,537,65,107,50,False,105,107,86,3,9,False
259,63,37,45,False,65,55,95,3,18,227,120,75,90,False,60,60,45,4,18,True
428,100,100,100,True,100,100,100,16,14,335,40,55,30,False,40,55,60,5,14,True
385,90,70,60,False,60,120,40,12,18,579,55,50,50,False,36,30,43,12,7,False
519,95,67,75,False,125,95,83,6,18,389,40,90,20,False,30,90,25,8,18,True
736,50,58,62,False,73,54,72,6,12,67,65,65,65,False,50,50,90,17,18,False
438,104,71,76,False,104,71,108,6,5,170,52,43,39,False,60,50,65,6,18,True
311,130,80,60,False,60,60,70,9,5,699,60,65,85,False,135,105,100,0,6,False
301,85,60,60,False,50,50,125,12,7,289,45,35,45,False,20,30,20,0,18,True
38,57,40,46,False,40,40,50,13,18,225,125,230,75,False,55,95,30,16,10,False
274,65,45,50,False,85,65,95,9,18,440,66,68,64,False,81,76,50,17,18,True
537,65,107,50,False,105,107,86,3,9,192,50,45,40,False,70,45,70,14,7,True
664,55,40,35,False,45,40,60,3,18,594,105,85,85,False,40,50,40,5,18,True
302,30,30,40,False,55,30,85,17,7,423,150,90,100,True,180,160,90,17,18,False
791,30,35,40,False,45,40,55,7,2,188,25,28,50,False,45,55,15,4,18,True
697,105,90,92,False,125,90,98,1,2,548,80,80,80,False,80,80,80,17,18,True
716,77,77,100,False,128,128,90,12,14,583,100,63,75,False,80,63,116,3,18,False
296,70,70,80,False,90,100,70,17,9,649,75,60,55,False,75,60,103,3,7,False
720,78,95,61,False,56,58,57,9,18,596,50,40,50,False,50,40,64,17,18,False
384,70,70,70,False,70,70,70,12,18,394,150,60,65,False,115,60,115,1,18,False
720,78,95,61,False,56,58,57,9,18,680,66,84,109,False,81,99,32,10,3,True
262,10,10,255,False,75,135,55,12,18,597,65,55,75,False,65,55,69,17,10,False
80,70,65,80,False,80,120,100,17,13,661,55,70,40,False,45,60,30,16,18,True
28,90,65,65,False,61,61,100,12,7,7,84,78,78,False,109,85,100,6,7,False
755,48,66,62,False,59,57,49,4,18,602,63,90,55,False,50,80,42,0,9,True
386,75,35,44,False,63,33,45,8,18,188,25,28,50,False,45,55,15,4,18,True
348,90,20,45,False,65,20,65,17,1,127,65,95,55,False,95,45,85,17,18,False
724,69,72,75,False,114,100,104,6,14,648,100,70,80,False,60,70,95,12,9,True
742,100,62,123,False,97,81,68,9,18,682,125,60,65,False,95,60,105,5,18,False
37,92,87,90,False,75,85,76,13,10,601,53,70,45,False,40,60,42,0,9,True
708,150,120,100,True,120,100,90,2,3,588,57,55,67,False,77,55,114,14,7,False
206,70,55,55,False,40,55,85,12,18,600,125,75,75,False,30,75,85,5,18,False
621,75,70,50,False,35,70,48,1,5,694,109,112,58,False,48,48,109,0,16,False
343,73,55,65,False,47,75,85,0,18,775,50,35,45,False,55,75,40,2,18,True
558,63,45,65,False,45,45,45,6,18,456,42,118,30,False,42,88,30,15,16,True
611,92,65,70,False,80,55,98,17,18,449,65,34,45,False,40,34,45,3,18,True
683,120,90,77,False,60,90,48,2,18,702,90,72,91,True,90,129,108,9,5,False
677,50,30,70,False,95,135,105,11,18,61,82,78,80,False,95,80,85,17,18,True
704,100,80,79,True,110,90,121,7,18,80,70,65,80,False,80,120,100,17,13,True
177,76,64,85,False,45,55,90,12,18,345,60,45,50,False,100,80,65,9,13,True
208,75,55,75,False,105,85,30,9,18,671,55,90,60,False,145,90,80,8,6,False
507,49,56,49,False,49,61,66,17,18,51,80,85,75,False,110,90,50,9,13,True
611,92,65,70,False,80,55,98,17,18,768,121,119,82,False,69,59,71,15,2,True
769,59,50,77,False,67,63,46,15,11,773,58,57,67,False,81,67,101,3,4,False
409,135,80,95,False,110,80,100,2,7,463,30,42,30,False,30,42,70,0,7,True
720,78,95,61,False,56,58,57,9,18,341,50,40,60,False,85,75,95,3,18,False
125,125,100,105,False,60,100,100,12,18,93,110,70,60,False,60,60,100,12,7,False
72,50,65,55,False,175,95,150,14,18,265,75,115,100,True,90,115,85,17,18,True
262,10,10,255,False,75,135,55,12,18,331,70,100,50,False,40,40,30,16,15,False
79,40,35,40,False,50,100,70,17,13,21,45,40,40,False,35,35,56,12,7,True
444,120,70,85,False,50,60,100,12,7,259,63,37,45,False,65,55,95,3,18,True
16,45,50,60,False,90,80,70,0,7,504,61,40,48,False,61,40,50,13,5,True
701,129,90,91,True,72,90,108,15,5,653,85,70,114,False,85,80,30,9,13,True
678,40,85,50,False,40,65,25,0,18,604,45,59,30,False,30,39,57,0,13,False
497,70,40,40,False,35,40,60,5,18,43,41,40,38,False,50,65,65,6,18,False
100,35,30,30,False,100,35,80,8,13,125,125,100,105,False,60,100,100,12,18,False
387,115,65,64,False,83,63,65,8,18,384,70,70,70,False,70,70,70,12,18,False
178,30,30,60,False,36,56,50,12,7,451,120,79,80,False,95,79,70,3,18,False
71,50,45,55,False,135,95,120,14,18,147,65,60,65,False,110,95,130,3,18,False
25,56,35,30,False,25,35,72,12,18,501,112,118,108,False,68,72,47,10,18,True
192,50,45,40,False,70,45,70,14,7,507,49,56,49,False,49,61,66,17,18,True
323,20,40,50,False,20,40,20,12,4,670,40,60,60,False,95,60,55,8,6,False
220,65,90,50,False,35,35,15,0,18,660,94,131,74,False,54,116,20,9,16,False
553,120,120,120,True,120,120,120,12,18,703,115,70,79,True,125,80,111,7,18,True
181,35,50,55,False,55,110,85,0,7,646,95,85,71,False,110,95,79,11,18,True
578,55,85,116,False,107,95,29,14,18,545,100,120,150,True,100,120,90,8,2,False
715,72,90,91,False,129,90,108,17,5,635,95,60,75,False,65,60,115,12,18,False
201,100,115,70,False,30,65,30,15,18,699,60,65,85,False,135,105,100,0,6,True
138,155,120,65,False,65,90,105,0,7,468,35,45,45,False,62,53,35,9,18,True
753,52,60,78,False,63,65,23,4,18,251,60,60,90,False,40,40,40,10,18,False
642,44,50,62,False,44,50,55,17,7,279,120,70,80,False,110,70,80,6,5,False
212,65,60,65,False,130,95,110,14,18,694,109,112,58,False,48,48,109,0,16,True
132,45,65,40,False,100,120,90,14,4,658,77,60,70,False,97,60,108,0,3,False
708,150,120,100,True,120,100,90,2,3,380,95,50,45,False,40,50,75,15,0,True
221,90,140,75,False,60,60,40,0,16,215,75,80,95,False,100,110,30,17,14,True
653,85,70,114,False,85,80,30,9,13,367,110,110,75,False,110,105,80,2,4,False
281,70,50,50,False,50,50,40,17,18,670,40,60,60,False,95,60,55,8,6,False
150,40,100,35,False,90,55,35,15,17,297,40,50,40,False,30,30,30,9,18,True
312,60,60,60,False,35,35,30,12,18,41,45,48,70,False,60,65,35,4,18,False
27,60,30,40,False,31,31,70,12,7,570,88,50,64,False,88,50,106,1,18,False
67,65,65,65,False,50,50,90,17,18,483,63,47,63,False,41,41,74,13,1,True
637,45,70,60,False,75,85,55,14,18,323,20,40,50,False,20,40,20,12,4,True
411,55,80,40,False,35,60,30,16,14,654,40,50,55,False,65,85,40,17,8,False
594,105,85,85,False,40,50,40,5,18,186,58,58,125,False,76,76,67,17,3,False
178,30,30,60,False,36,56,50,12,7,580,77,62,62,False,50,42,65,12,7,False
355,120,100,70,False,145,105,20,6,10,55,65,60,70,False,90,75,90,0,13,True
766,55,52,62,False,109,94,109,3,12,626,78,103,54,False,53,45,22,17,15,True
128,67,60,45,False,35,50,63,17,18,476,76,84,65,False,54,96,105,12,18,False
421,130,100,80,True,160,120,110,2,14,792,70,80,85,False,97,80,123,7,2,False
527,125,65,68,False,65,115,80,14,5,343,73,55,65,False,47,75,85,0,18,False
209,65,45,65,False,75,45,95,0,7,198,80,95,75,False,90,100,50,9,18,True
529,55,145,60,False,75,150,40,15,16,679,70,40,80,False,100,60,145,0,18,False
325,45,45,50,False,35,35,50,12,18,343,73,55,65,False,47,75,85,0,18,False
775,50,35,45,False,55,75,40,2,18,88,75,180,95,False,130,80,30,17,14,True
780,110,76,85,False,65,82,56,8,9,117,55,75,90,False,60,75,30,12,18,False
433,68,64,55,False,45,55,31,9,18,790,117,184,95,False,44,46,28,11,18,True
410,145,130,95,False,120,90,120,2,7,545,100,120,150,True,100,120,90,8,2,True
321,60,30,72,False,20,30,25,5,18,51,80,85,75,False,110,90,50,9,13,False
799,160,60,80,True,170,130,80,14,1,329,85,85,50,False,55,55,50,16,4,True
474,80,44,150,False,90,54,80,8,7,798,110,60,80,True,150,130,70,14,8,True
5,52,43,39,False,60,50,65,6,18,689,83,50,70,False,37,50,60,12,7,True
56,55,25,10,False,35,45,95,10,18,106,73,70,85,False,73,115,67,14,18,True
558,63,45,65,False,45,45,45,6,18,232,125,75,80,False,40,95,85,0,5,False
281,70,50,50,False,50,50,40,17,18,512,132,105,90,False,132,105,30,9,11,True
169,82,100,80,False,83,100,80,9,18,182,60,40,40,False,40,40,30,0,13,True
143,85,80,130,False,85,95,60,17,11,267,84,70,70,False,65,70,51,15,10,True
300,55,30,40,False,30,30,85,12,7,337,100,85,60,False,80,85,100,5,14,False
389,40,90,20,False,30,90,25,8,18,331,70,100,50,False,40,40,30,16,15,False
531,80,70,70,False,80,70,110,11,8,759,52,67,42,False,39,56,50,15,17,True
48,80,70,75,False,65,75,90,13,7,126,40,70,30,False,70,25,60,17,18,True
98,65,100,30,False,45,25,40,17,18,330,105,125,50,False,55,95,50,16,4,False
465,45,70,60,False,45,90,95,3,18,512,132,105,90,False,132,105,30,9,11,False
476,76,84,65,False,54,96,105,12,18,221,90,140,75,False,60,60,40,0,16,True
255,20,35,55,False,20,45,75,12,18,712,170,100,125,True,120,90,95,2,11,False
177,76,64,85,False,45,55,90,12,18,85,100,70,65,False,80,80,105,6,18,False
555,45,55,45,False,45,55,63,9,18,578,55,85,116,False,107,95,29,14,18,True
788,100,122,85,False,58,75,54,8,9,627,108,133,74,False,83,65,32,17,15,True
669,30,55,50,False,65,55,20,8,6,759,52,67,42,False,39,56,50,15,17,False
682,125,60,65,False,95,60,105,5,18,118,65,95,40,False,60,45,35,13,18,True
100,35,30,30,False,100,35,80,8,13,462,94,50,70,False,94,50,66,0,7,True
91,65,55,52,False,58,62,60,12,7,142,155,109,95,False,70,130,81,17,1,False
43,41,40,38,False,50,65,65,6,18,225,125,230,75,False,55,95,30,16,10,True
456,42,118,30,False,42,88,30,15,16,60,52,48,50,False,65,50,55,17,18,False
667,55,55,55,False,85,55,30,14,18,1,49,49,45,False,65,65,45,9,13,False
560,123,65,110,False,100,65,65,6,5,188,25,28,50,False,45,55,15,4,18,True
23,80,75,83,False,70,70,101,12,7,64,70,45,55,False,70,50,60,6,18,True
627,108,133,74,False,83,65,32,17,15,770,77,72,123,False,99,92,58,15,11,False
291,70,50,60,False,100,50,65,0,7,780,110,76,85,False,65,82,56,8,9,True
119,90,120,65,False,85,70,60,13,18,468,35,45,45,False,62,53,35,9,18,True
625,50,145,58,False,95,105,30,8,18,264,115,85,115,True,90,75,100,6,18,False
716,77,77,100,False,128,128,90,12,14,101,50,45,45,False,115,55,95,8,13,False
373,78,73,110,False,76,71,60,17,10,79,40,35,40,False,50,100,70,17,13,False
532,50,77,50,False,95,77,91,3,8,659,50,91,44,False,24,86,10,9,16,True
414,145,150,80,False,105,110,110,16,14,550,90,90,70,True,135,90,125,1,18,False
714,72,90,91,False,129,90,108,17,5,491,92,108,50,False,92,108,35,8,1,True
451,120,79,80,False,95,79,70,3,18,595,140,95,105,False,55,65,45,5,18,True
264,115,85,115,True,90,75,100,6,18,744,124,78,95,False,69,71,58,5,1,True
91,65,55,52,False,58,62,60,12,7,657,47,50,50,False,57,50,65,0,3,False
792,70,80,85,False,97,80,123,7,2,349,120,40,70,False,95,40,95,17,1,True
151,60,125,70,False,115,70,55,15,17,538,75,130,75,True,75,130,95,14,18,False
41,45,48,70,False,60,65,35,4,18,69,20,15,25,False,105,55,90,14,18,True
210,45,45,55,False,25,25,15,17,10,639,30,40,45,False,105,50,20,14,18,False
583,100,63,75,False,80,63,116,3,18,641,65,75,110,False,125,85,30,14,18,True
603,103,80,75,False,70,80,92,0,9,634,50,40,55,False,40,40,75,12,18,True
696,85,70,72,False,65,70,58,1,2,384,70,70,70,False,70,70,70,12,18,False
192,50,45,40,False,70,45,70,14,7,459,59,85,60,False,79,105,36,0,9,True
266,64,50,50,False,45,50,41,15,10,532,50,77,50,False,95,77,91,3,8,False
190,20,65,35,False,40,65,20,4,18,371,95,85,70,False,55,65,70,15,14,False
540,125,70,75,True,125,70,115,14,18,622,90,115,65,False,45,115,58,1,5,False
24,80,80,83,False,135,80,121,12,7,691,55,75,70,False,45,65,60,1,7,True
433,68,64,55,False,45,55,31,9,18,791,30,35,40,False,45,40,55,7,2,False
681,85,50,45,False,55,50,65,5,18,644,50,50,36,False,65,60,44,11,18,True
221,90,140,75,False,60,60,40,0,16,745,80,60,75,False,65,90,102,12,18,False
370,55,65,70,False,95,85,70,15,14,14,30,35,45,False,20,20,45,0,18,True
17,35,30,40,False,20,20,50,0,13,123,55,115,65,False,100,40,60,9,18,False
373,78,73,110,False,76,71,60,17,10,747,48,76,74,False,83,81,104,14,18,False
230,150,140,70,False,65,100,75,0,16,485,24,86,57,False,24,86,23,16,14,True
275,85,65,70,False,105,85,120,9,18,138,155,120,65,False,65,90,105,0,7,True
570,88,50,64,False,88,50,106,1,18,439,51,53,53,False,61,56,40,17,18,True
593,80,55,75,False,25,35,35,5,18,272,100,100,100,False,100,100,100,14,9,False
598,95,75,105,False,85,75,74,17,10,388,165,75,64,False,93,83,75,8,18,False
426,150,90,105,True,150,90,95,2,7,45,45,20,115,False,45,25,20,12,4,True
224,85,200,75,False,55,65,30,16,10,291,70,50,60,False,100,50,65,0,7,False
359,60,60,60,False,60,60,60,12,18,314,160,100,150,False,95,65,100,12,18,False
242,65,35,35,False,65,35,65,17,18,95,70,80,90,False,70,95,70,17,11,False
776,75,53,68,False,83,113,60,2,18,126,40,70,30,False,70,25,60,17,18,False
158,90,85,90,True,125,90,100,3,7,245,40,70,65,False,80,140,70,17,7,True
705,115,70,79,True,125,80,111,3,7,600,125,75,75,False,30,75,85,5,18,True
222,70,70,100,False,65,65,45,12,18,572,98,63,75,False,98,63,101,9,18,False
445,45,40,59,False,35,40,31,12,18,765,38,33,44,False,61,43,70,3,12,False
352,90,45,170,False,90,45,60,17,18,377,70,105,60,False,70,120,75,10,14,False
43,41,40,38,False,50,65,65,6,18,408,95,100,65,False,60,50,50,2,18,True
314,160,100,150,False,95,65,100,12,18,228,95,75,65,False,55,55,85,17,13,True
725,56,40,41,False,62,44,71,17,18,261,80,105,95,False,40,70,100,12,18,False
723,59,58,59,False,90,70,73,6,18,483,63,47,63,False,41,41,74,13,1,False
130,45,55,30,False,70,55,85,17,18,609,35,50,45,False,70,50,30,9,18,True
659,50,91,44,False,24,86,10,9,16,478,60,60,60,False,105,105,105,8,18,False
290,35,55,50,False,25,25,15,0,18,376,40,55,40,False,40,70,55,10,14,False
571,53,48,50,False,53,48,64,9,18,41,45,48,70,False,60,65,35,4,18,True
240,100,80,100,False,60,60,50,11,10,109,30,50,40,False,55,55,100,3,18,True
233,185,115,80,False,40,105,75,0,5,438,104,71,76,False,104,71,108,6,5,False
451,120,79,80,False,95,79,70,3,18,111,40,80,60,False,60,45,40,9,14,True
223,75,105,65,False,35,65,85,10,7,466,65,35,55,False,60,30,85,17,18,False
651,135,105,70,False,60,105,20,0,16,624,30,85,38,False,55,65,30,8,18,True
589,85,40,60,False,30,45,68,10,18,739,45,47,54,False,75,98,52,4,18,True
764,73,88,71,False,120,89,59,17,18,735,52,50,80,False,90,50,89,0,7,False
738,38,39,44,False,61,79,42,4,18,698,85,55,55,False,50,55,60,0,6,False
775,50,35,45,False,55,75,40,2,18,729,56,77,85,False,50,77,78,12,10,False
148,130,60,65,False,95,110,65,6,18,286,90,70,70,False,60,60,70,1,18,False
755,48,66,62,False,59,57,49,4,18,487,80,95,50,False,10,45,10,15,18,True
343,73,55,65,False,47,75,85,0,18,186,58,58,125,False,76,76,67,17,3,True
573,53,48,50,False,53,48,64,6,18,752,50,150,60,False,50,150,60,16,8,False
783,66,70,54,False,44,55,46,8,9,420,90,80,80,True,130,110,110,2,14,False
313,80,80,80,False,55,55,90,12,18,111,40,80,60,False,60,45,40,9,14,True
79,40,35,40,False,50,100,70,17,13,287,30,41,38,False,30,41,60,12,18,True
476,76,84,65,False,54,96,105,12,18,433,68,64,55,False,45,55,31,9,18,True
410,145,130,95,False,120,90,120,2,7,120,85,95,80,False,30,30,25,10,15,True
591,60,86,103,False,60,86,50,12,18,749,80,100,45,False,35,37,28,16,8,False
30,85,69,60,False,65,79,80,13,18,28,90,65,65,False,61,61,100,12,7,False
700,90,129,91,True,90,72,108,16,5,287,30,41,38,False,30,41,60,12,18,True
347,73,83,100,False,73,83,55,13,18,630,50,62,50,False,40,62,65,13,18,False
734,22,60,45,False,27,30,29,0,18,399,40,50,70,False,55,50,25,11,17,True
630,50,62,50,False,40,62,65,13,18,478,60,60,60,False,105,105,105,8,18,False
141,125,79,95,False,60,100,81,17,7,361,70,50,50,False,50,50,70,10,2,True
318,51,23,64,False,51,23,28,12,18,391,68,83,99,False,72,87,51,9,7,False
155,135,85,80,False,70,95,150,15,7,748,48,76,74,False,83,81,104,14,18,True
87,75,110,95,False,100,80,30,17,14,488,25,45,20,False,70,90,60,14,4,True
218,33,58,190,False,33,58,33,14,18,764,73,88,71,False,120,89,59,17,18,False
91,65,55,52,False,58,62,60,12,7,623,58,80,72,False,103,80,97,14,7,False
491,92,108,50,False,92,108,35,8,1,720,78,95,61,False,56,58,57,9,18,False
580,77,62,62,False,50,42,65,12,7,426,150,90,105,True,150,90,95,2,7,False
254,95,62,73,False,85,65,85,12,18,103,65,80,60,False,170,95,130,8,13,False
245,40,70,65,False,80,140,70,17,7,417,75,150,80,True,75,150,50,16,18,True
315,45,90,31,False,30,30,40,0,10,232,125,75,80,False,40,95,85,0,5,False
132,45,65,40,False,100,120,90,14,4,368,115,60,73,False,60,60,90,12,18,False
117,55,75,90,False,60,75,30,12,18,52,70,55,35,False,45,55,25,0,9,True
512,132,105,90,False,132,105,30,9,11,273,45,35,40,False,65,55,70,9,18,True
253,80,90,85,False,105,95,60,12,18,57,80,50,35,False,50,70,120,10,18,False
131,75,85,60,False,100,85,115,17,14,40,102,77,81,False,85,75,85,13,10,True
574,98,63,75,False,98,63,101,6,18,51,80,85,75,False,110,90,50,9,13,True
577,25,45,76,False,67,55,24,14,18,752,50,150,60,False,50,150,60,16,8,False
751,150,50,60,False,150,50,60,16,8,287,30,41,38,False,30,41,60,12,18,False
794,131,95,126,True,131,98,99,1,7,213,65,110,95,False,60,130,65,1,18,True
406,30,55,43,False,40,65,97,17,18,428,100,100,100,True,100,100,100,16,14,False
272,100,100,100,False,100,100,100,14,9,334,140,230,70,False,60,80,50,16,18,True
573,53,48,50,False,53,48,64,6,18,582,60,32,45,False,50,32,76,3,18,False
388,165,75,64,False,93,83,75,8,18,487,80,95,50,False,10,45,10,15,18,True
347,73,83,100,False,73,83,55,13,18,195,55,55,70,False,80,60,45,3,18,True
48,80,70,75,False,65,75,90,13,7,186,58,58,125,False,76,76,67,17,3,True
105,48,45,60,False,43,90,42,14,18,652,55,45,69,False,55,55,15,9,13,True
512,132,105,90,False,132,105,30,9,11,348,90,20,45,False,65,20,65,17,1,True
416,50,100,80,True,100,200,50,11,18,577,25,45,76,False,67,55,24,14,18,True
277,60,40,45,False,70,50,45,6,18,797,160,110,50,True,160,110,110,15,4,False
363,85,40,50,False,85,40,35,9,18,237,40,40,40,False,70,40,20,6,18,True
141,125,79,95,False,60,100,81,17,7,199,20,50,70,False,20,50,40,17,4,True
473,50,34,90,False,60,44,70,8,7,571,53,48,50,False,53,48,64,9,18,True
416,50,100,80,True,100,200,50,11,18,488,25,45,20,False,70,90,60,14,4,False
451,120,79,80,False,95,79,70,3,18,746,48,54,62,False,63,60,68,14,18,True
4,100,123,80,False,122,120,80,9,13,738,38,39,44,False,61,79,42,4,18,True
364,115,60,70,False,115,60,55,9,1,754,72,72,101,False,99,89,29,4,18,True
330,105,125,50,False,55,95,50,16,4,276,110,75,70,False,145,85,145,9,2,True
334,140,230,70,False,60,80,50,16,18,616,140,55,105,False,30,55,95,6,18,False
344,47,55,65,False,73,75,85,0,18,353,60,40,60,False,65,45,35,6,10,True
734,22,60,45,False,27,30,29,0,18,128,67,60,45,False,35,50,63,17,18,False
199,20,50,70,False,20,50,40,17,4,248,90,50,75,False,110,80,95,1,6,False
49,50,55,45,False,75,65,30,9,13,306,65,65,68,False,125,115,80,14,4,False
97,105,75,105,False,65,100,50,13,18,630,50,62,50,False,40,62,65,13,18,False
446,85,60,79,False,55,60,71,12,17,240,100,80,100,False,60,60,50,11,10,True
